Song,Artist(s),year,Month,Day,pri_artist,sec_art_1,sec_art_2
Smooth,"Santana , Rob Thomas",1999,12,18,Santana ,Rob Thomas,None
Smooth,"Santana , Rob Thomas",1999,12,25,Santana ,Rob Thomas,None
Smooth,"Santana , Rob Thomas",2000,1,1,Santana ,Rob Thomas,None
Smooth,"Santana , Rob Thomas",2000,1,8,Santana ,Rob Thomas,None
What a Girl Wants,Christina Aguilera,2000,1,15,Christina Aguilera,None,None
What a Girl Wants,Christina Aguilera,2000,1,22,Christina Aguilera,None,None
I Knew I Loved You,Savage Garden,2000,1,29,Savage Garden,None,None
I Knew I Loved You,Savage Garden,2000,2,5,Savage Garden,None,None
I Knew I Loved You,Savage Garden,2000,2,12,Savage Garden,None,None
Thank God I Found You,"Mariah Carey , Joe and 98 Degrees",2000,2,19,Mariah Carey ,Joe,98 Degrees
I Knew I Loved You,Savage Garden,2000,2,26,Savage Garden,None,None
Amazed,Lonestar,2000,3,4,Lonestar,None,None
Amazed,Lonestar,2000,3,11,Lonestar,None,None
Say My Name,Destiny's Child,2000,3,18,Destiny's Child,None,None
Say My Name,Destiny's Child,2000,3,25,Destiny's Child,None,None
Say My Name,Destiny's Child,2000,4,1,Destiny's Child,None,None
Maria Maria,"Santana , The Product G&B",2000,4,8,Santana ,The Product G&B,None
Maria Maria,"Santana , The Product G&B",2000,4,15,Santana ,The Product G&B,None
Maria Maria,"Santana , The Product G&B",2000,4,22,Santana ,The Product G&B,None
Maria Maria,"Santana , The Product G&B",2000,4,29,Santana ,The Product G&B,None
Maria Maria,"Santana , The Product G&B",2000,5,6,Santana ,The Product G&B,None
Maria Maria,"Santana , The Product G&B",2000,5,13,Santana ,The Product G&B,None
Maria Maria,"Santana , The Product G&B",2000,5,20,Santana ,The Product G&B,None
Maria Maria,"Santana , The Product G&B",2000,5,27,Santana ,The Product G&B,None
Maria Maria,"Santana , The Product G&B",2000,6,3,Santana ,The Product G&B,None
Maria Maria,"Santana , The Product G&B",2000,6,10,Santana ,The Product G&B,None
Try Again,Aaliyah,2000,6,17,Aaliyah,None,None
Be with You,Enrique Iglesias,2000,6,24,Enrique Iglesias,None,None
Be with You,Enrique Iglesias,2000,7,1,Enrique Iglesias,None,None
Be with You,Enrique Iglesias,2000,7,8,Enrique Iglesias,None,None
Everything You Want,Vertical Horizon,2000,7,15,Vertical Horizon,None,None
Bent,Matchbox Twenty,2000,7,22,Matchbox Twenty,None,None
It's Gonna Be Me,NSYNC,2000,7,29,NSYNC,None,None
It's Gonna Be Me,NSYNC,2000,8,5,NSYNC,None,None
Incomplete,Sisqó,2000,8,12,Sisqó,None,None
Incomplete,Sisqó,2000,8,19,Sisqó,None,None
Doesn't Really Matter,Janet,2000,8,26,Janet,None,None
Doesn't Really Matter,Janet,2000,9,2,Janet,None,None
Doesn't Really Matter,Janet,2000,9,9,Janet,None,None
Music,Madonna,2000,9,16,Madonna,None,None
Music,Madonna,2000,9,23,Madonna,None,None
Music,Madonna,2000,9,30,Madonna,None,None
Music,Madonna,2000,10,7,Madonna,None,None
Come On Over Baby (All I Want Is You),Christina Aguilera,2000,10,14,Christina Aguilera,None,None
Come On Over Baby (All I Want Is You),Christina Aguilera,2000,10,21,Christina Aguilera,None,None
Come On Over Baby (All I Want Is You),Christina Aguilera,2000,10,28,Christina Aguilera,None,None
Come On Over Baby (All I Want Is You),Christina Aguilera,2000,11,4,Christina Aguilera,None,None
With Arms Wide Open,Creed,2000,11,11,Creed,None,None
Independent Women,Destiny's Child,2000,11,18,Destiny's Child,None,None
Independent Women,Destiny's Child,2000,11,25,Destiny's Child,None,None
Independent Women,Destiny's Child,2000,12,2,Destiny's Child,None,None
Independent Women,Destiny's Child,2000,12,9,Destiny's Child,None,None
Independent Women,Destiny's Child,2000,12,16,Destiny's Child,None,None
Independent Women,Destiny's Child,2000,12,23,Destiny's Child,None,None
Independent Women,Destiny's Child,2000,12,30,Destiny's Child,None,None
Independent Women,Destiny's Child,2001,1,6,Destiny's Child,None,None
Independent Women,Destiny's Child,2001,1,13,Destiny's Child,None,None
Independent Women,Destiny's Child,2001,1,20,Destiny's Child,None,None
Independent Women,Destiny's Child,2001,1,27,Destiny's Child,None,None
It Wasn't Me,"Shaggy , Ricardo ""RikRok"" Ducent",2001,2,3,Shaggy ,"Ricardo ""RikRok"" Ducent",None
It Wasn't Me,"Shaggy , Ricardo ""RikRok"" Ducent",2001,2,10,Shaggy ,"Ricardo ""RikRok"" Ducent",None
Ms. Jackson,OutKast,2001,2,17,OutKast,None,None
Stutter,"Joe , Mystikal",2001,2,24,Joe ,Mystikal,None
Stutter,"Joe , Mystikal",2001,3,3,Joe ,Mystikal,None
Stutter,"Joe , Mystikal",2001,3,10,Joe ,Mystikal,None
Stutter,"Joe , Mystikal",2001,3,17,Joe ,Mystikal,None
Butterfly,Crazy Town,2001,3,24,Crazy Town,None,None
Angel,"Shaggy , Rayvon",2001,3,31,Shaggy ,Rayvon,None
Butterfly,Crazy Town,2001,4,7,Crazy Town,None,None
All for You,Janet,2001,4,14,Janet,None,None
All for You,Janet,2001,4,21,Janet,None,None
All for You,Janet,2001,4,28,Janet,None,None
All for You,Janet,2001,5,5,Janet,None,None
All for You,Janet,2001,5,12,Janet,None,None
All for You,Janet,2001,5,19,Janet,None,None
All for You,Janet,2001,5,26,Janet,None,None
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink",2001,6,2,Christina Aguilera,Lil' Kim,None
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink",2001,6,9,Christina Aguilera,Lil' Kim,None
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink",2001,6,16,Christina Aguilera,Lil' Kim,None
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink",2001,6,23,Christina Aguilera,Lil' Kim,None
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink",2001,6,30,Christina Aguilera,Lil' Kim,None
U Remind Me,Usher,2001,7,7,Usher,None,None
U Remind Me,Usher,2001,7,14,Usher,None,None
U Remind Me,Usher,2001,7,21,Usher,None,None
U Remind Me,Usher,2001,7,28,Usher,None,None
Bootylicious,Destiny's Child,2001,8,4,Destiny's Child,None,None
Bootylicious,Destiny's Child,2001,8,11,Destiny's Child,None,None
Fallin',Alicia Keys,2001,8,18,Alicia Keys,None,None
Fallin',Alicia Keys,2001,8,25,Alicia Keys,None,None
Fallin',Alicia Keys,2001,9,1,Alicia Keys,None,None
I'm Real (Murder Remix),"Jennifer Lopez , Ja Rule",2001,9,8,Jennifer Lopez ,Ja Rule,None
I'm Real (Murder Remix),"Jennifer Lopez , Ja Rule",2001,9,15,Jennifer Lopez ,Ja Rule,None
I'm Real (Murder Remix),"Jennifer Lopez , Ja Rule",2001,9,22,Jennifer Lopez ,Ja Rule,None
Fallin',Alicia Keys,2001,9,29,Alicia Keys,None,None
Fallin',Alicia Keys,2001,10,6,Alicia Keys,None,None
Fallin',Alicia Keys,2001,10,13,Alicia Keys,None,None
I'm Real (Murder Remix),"Jennifer Lopez , Ja Rule",2001,10,20,Jennifer Lopez ,Ja Rule,None
I'm Real (Murder Remix),"Jennifer Lopez , Ja Rule",2001,10,27,Jennifer Lopez ,Ja Rule,None
Family Affair,Mary J. Blige,2001,11,3,Mary J. Blige,None,None
Family Affair,Mary J. Blige,2001,11,10,Mary J. Blige,None,None
Family Affair,Mary J. Blige,2001,11,17,Mary J. Blige,None,None
Family Affair,Mary J. Blige,2001,11,24,Mary J. Blige,None,None
Family Affair,Mary J. Blige,2001,12,1,Mary J. Blige,None,None
Family Affair,Mary J. Blige,2001,12,8,Mary J. Blige,None,None
U Got It Bad,Usher,2001,12,15,Usher,None,None
How You Remind Me,Nickelback,2001,12,22,Nickelback,None,None
How You Remind Me,Nickelback,2001,12,29,Nickelback,None,None
How You Remind Me,Nickelback,2002,1,5,Nickelback,None,None
How You Remind Me,Nickelback,2002,1,12,Nickelback,None,None
U Got It Bad,Usher,2002,1,19,Usher,None,None
U Got It Bad,Usher,2002,1,26,Usher,None,None
U Got It Bad,Usher,2002,2,2,Usher,None,None
U Got It Bad,Usher,2002,2,9,Usher,None,None
U Got It Bad,Usher,2002,2,16,Usher,None,None
Always on Time,"Ja Rule , Ashanti",2002,2,23,Ja Rule ,Ashanti,None
Always on Time,"Ja Rule , Ashanti",2002,3,2,Ja Rule ,Ashanti,None
Ain't It Funny (Murder Remix),"Jennifer Lopez , Ja Rule",2002,3,9,Jennifer Lopez ,Ja Rule,None
Ain't It Funny (Murder Remix),"Jennifer Lopez , Ja Rule",2002,3,16,Jennifer Lopez ,Ja Rule,None
Ain't It Funny (Murder Remix),"Jennifer Lopez , Ja Rule",2002,3,23,Jennifer Lopez ,Ja Rule,None
Ain't It Funny (Murder Remix),"Jennifer Lopez , Ja Rule",2002,3,30,Jennifer Lopez ,Ja Rule,None
Ain't It Funny (Murder Remix),"Jennifer Lopez , Ja Rule",2002,4,6,Jennifer Lopez ,Ja Rule,None
Ain't It Funny (Murder Remix),"Jennifer Lopez , Ja Rule",2002,4,13,Jennifer Lopez ,Ja Rule,None
Foolish,Ashanti,2002,4,20,Ashanti,None,None
Foolish,Ashanti,2002,4,27,Ashanti,None,None
Foolish,Ashanti,2002,5,4,Ashanti,None,None
Foolish,Ashanti,2002,5,11,Ashanti,None,None
Foolish,Ashanti,2002,5,18,Ashanti,None,None
Foolish,Ashanti,2002,5,25,Ashanti,None,None
Foolish,Ashanti,2002,6,1,Ashanti,None,None
Foolish,Ashanti,2002,6,8,Ashanti,None,None
Foolish,Ashanti,2002,6,15,Ashanti,None,None
Foolish,Ashanti,2002,6,22,Ashanti,None,None
Hot in Herre,Nelly,2002,6,29,Nelly,None,None
Hot in Herre,Nelly,2002,7,6,Nelly,None,None
Hot in Herre,Nelly,2002,7,13,Nelly,None,None
Hot in Herre,Nelly,2002,7,20,Nelly,None,None
Hot in Herre,Nelly,2002,7,27,Nelly,None,None
Hot in Herre,Nelly,2002,8,3,Nelly,None,None
Hot in Herre,Nelly,2002,8,10,Nelly,None,None
Dilemma,"Nelly , Kelly Rowland",2002,8,17,Nelly ,Kelly Rowland,None
Dilemma,"Nelly , Kelly Rowland",2002,8,24,Nelly ,Kelly Rowland,None
Dilemma,"Nelly , Kelly Rowland",2002,8,31,Nelly ,Kelly Rowland,None
Dilemma,"Nelly , Kelly Rowland",2002,9,7,Nelly ,Kelly Rowland,None
Dilemma,"Nelly , Kelly Rowland",2002,9,14,Nelly ,Kelly Rowland,None
Dilemma,"Nelly , Kelly Rowland",2002,9,21,Nelly ,Kelly Rowland,None
Dilemma,"Nelly , Kelly Rowland",2002,9,28,Nelly ,Kelly Rowland,None
A Moment Like This,Kelly Clarkson,2002,10,5,Kelly Clarkson,None,None
A Moment Like This,Kelly Clarkson,2002,10,12,Kelly Clarkson,None,None
Dilemma,"Nelly , Kelly Rowland",2002,10,19,Nelly ,Kelly Rowland,None
Dilemma,"Nelly , Kelly Rowland",2002,10,26,Nelly ,Kelly Rowland,None
Dilemma,"Nelly , Kelly Rowland",2002,11,2,Nelly ,Kelly Rowland,None
Lose Yourself,Eminem,2002,11,9,Eminem,None,None
Lose Yourself,Eminem,2002,11,16,Eminem,None,None
Lose Yourself,Eminem,2002,11,23,Eminem,None,None
Lose Yourself,Eminem,2002,11,30,Eminem,None,None
Lose Yourself,Eminem,2002,12,7,Eminem,None,None
Lose Yourself,Eminem,2002,12,14,Eminem,None,None
Lose Yourself,Eminem,2002,12,21,Eminem,None,None
Lose Yourself,Eminem,2002,12,28,Eminem,None,None
Lose Yourself,Eminem,2003,1,4,Eminem,None,None
Lose Yourself,Eminem,2003,1,11,Eminem,None,None
Lose Yourself,Eminem,2003,1,18,Eminem,None,None
Lose Yourself,Eminem,2003,1,25,Eminem,None,None
"Bump, Bump, Bump","B2K , P. Diddy",2003,2,1,B2K ,P. Diddy,None
All I Have,"Jennifer Lopez , LL Cool J",2003,2,8,Jennifer Lopez ,LL Cool J,None
All I Have,"Jennifer Lopez , LL Cool J",2003,2,15,Jennifer Lopez ,LL Cool J,None
All I Have,"Jennifer Lopez , LL Cool J",2003,2,22,Jennifer Lopez ,LL Cool J,None
All I Have,"Jennifer Lopez , LL Cool J",2003,3,1,Jennifer Lopez ,LL Cool J,None
In da Club,50 Cent,2003,3,8,50 Cent,None,None
In da Club,50 Cent,2003,3,15,50 Cent,None,None
In da Club,50 Cent,2003,3,22,50 Cent,None,None
In da Club,50 Cent,2003,3,29,50 Cent,None,None
In da Club,50 Cent,2003,4,5,50 Cent,None,None
In da Club,50 Cent,2003,4,12,50 Cent,None,None
In da Club,50 Cent,2003,4,19,50 Cent,None,None
In da Club,50 Cent,2003,4,26,50 Cent,None,None
In da Club,50 Cent,2003,5,3,50 Cent,None,None
Get Busy,Sean Paul,2003,5,10,Sean Paul,None,None
Get Busy,Sean Paul,2003,5,17,Sean Paul,None,None
Get Busy,Sean Paul,2003,5,24,Sean Paul,None,None
21 Questions,"50 Cent , Nate Dogg",2003,5,31,50 Cent ,Nate Dogg,None
21 Questions,"50 Cent , Nate Dogg",2003,6,7,50 Cent ,Nate Dogg,None
21 Questions,"50 Cent , Nate Dogg",2003,6,14,50 Cent ,Nate Dogg,None
21 Questions,"50 Cent , Nate Dogg",2003,6,21,50 Cent ,Nate Dogg,None
This Is the Night,Clay Aiken,2003,6,28,Clay Aiken,None,None
This Is the Night,Clay Aiken,2003,7,5,Clay Aiken,None,None
Crazy in Love,"Beyoncé , Jay-Z",2003,7,12,Beyoncé ,Jay-Z,None
Crazy in Love,"Beyoncé , Jay-Z",2003,7,19,Beyoncé ,Jay-Z,None
Crazy in Love,"Beyoncé , Jay-Z",2003,7,26,Beyoncé ,Jay-Z,None
Crazy in Love,"Beyoncé , Jay-Z",2003,8,2,Beyoncé ,Jay-Z,None
Crazy in Love,"Beyoncé , Jay-Z",2003,8,9,Beyoncé ,Jay-Z,None
Crazy in Love,"Beyoncé , Jay-Z",2003,8,16,Beyoncé ,Jay-Z,None
Crazy in Love,"Beyoncé , Jay-Z",2003,8,23,Beyoncé ,Jay-Z,None
Crazy in Love,"Beyoncé , Jay-Z",2003,8,30,Beyoncé ,Jay-Z,None
Shake Ya Tailfeather,"Nelly, P. Diddy and Murphy Lee",2003,9,6,Nelly,P. Diddy,Murphy Lee
Shake Ya Tailfeather,"Nelly, P. Diddy and Murphy Lee",2003,9,13,Nelly,P. Diddy,Murphy Lee
Shake Ya Tailfeather,"Nelly, P. Diddy and Murphy Lee",2003,9,20,Nelly,P. Diddy,Murphy Lee
Shake Ya Tailfeather,"Nelly, P. Diddy and Murphy Lee",2003,9,27,Nelly,P. Diddy,Murphy Lee
Baby Boy,"Beyoncé , Sean Paul",2003,10,4,Beyoncé ,Sean Paul,None
Baby Boy,"Beyoncé , Sean Paul",2003,10,11,Beyoncé ,Sean Paul,None
Baby Boy,"Beyoncé , Sean Paul",2003,10,18,Beyoncé ,Sean Paul,None
Baby Boy,"Beyoncé , Sean Paul",2003,10,25,Beyoncé ,Sean Paul,None
Baby Boy,"Beyoncé , Sean Paul",2003,11,1,Beyoncé ,Sean Paul,None
Baby Boy,"Beyoncé , Sean Paul",2003,11,8,Beyoncé ,Sean Paul,None
Baby Boy,"Beyoncé , Sean Paul",2003,11,15,Beyoncé ,Sean Paul,None
Baby Boy,"Beyoncé , Sean Paul",2003,11,22,Beyoncé ,Sean Paul,None
Baby Boy,"Beyoncé , Sean Paul",2003,11,29,Beyoncé ,Sean Paul,None
Stand Up,"Ludacris , Shawnna",2003,12,6,Ludacris ,Shawnna,None
Hey Ya!,OutKast,2003,12,13,OutKast,None,None
Hey Ya!,OutKast,2003,12,20,OutKast,None,None
Hey Ya!,OutKast,2003,12,27,OutKast,None,None
Hey Ya!,OutKast,2004,1,3,OutKast,None,None
Hey Ya!,OutKast,2004,1,10,OutKast,None,None
Hey Ya!,OutKast,2004,1,17,OutKast,None,None
Hey Ya!,OutKast,2004,1,24,OutKast,None,None
Hey Ya!,OutKast,2004,1,31,OutKast,None,None
Hey Ya!,OutKast,2004,2,7,OutKast,None,None
The Way You Move,"OutKast , Sleepy Brown",2004,2,14,OutKast ,Sleepy Brown,None
Slow Jamz,"Twista , Kanye West and Jamie Foxx",2004,2,21,Twista ,Kanye West,Jamie Foxx
Yeah!,"Usher , Lil Jon and Ludacris",2004,2,28,Usher ,Lil Jon,Ludacris
Yeah!,"Usher , Lil Jon and Ludacris",2004,3,6,Usher ,Lil Jon,Ludacris
Yeah!,"Usher , Lil Jon and Ludacris",2004,3,13,Usher ,Lil Jon,Ludacris
Yeah!,"Usher , Lil Jon and Ludacris",2004,3,20,Usher ,Lil Jon,Ludacris
Yeah!,"Usher , Lil Jon and Ludacris",2004,3,27,Usher ,Lil Jon,Ludacris
Yeah!,"Usher , Lil Jon and Ludacris",2004,4,3,Usher ,Lil Jon,Ludacris
Yeah!,"Usher , Lil Jon and Ludacris",2004,4,10,Usher ,Lil Jon,Ludacris
Yeah!,"Usher , Lil Jon and Ludacris",2004,4,17,Usher ,Lil Jon,Ludacris
Yeah!,"Usher , Lil Jon and Ludacris",2004,4,24,Usher ,Lil Jon,Ludacris
Yeah!,"Usher , Lil Jon and Ludacris",2004,5,1,Usher ,Lil Jon,Ludacris
Yeah!,"Usher , Lil Jon and Ludacris",2004,5,8,Usher ,Lil Jon,Ludacris
Yeah!,"Usher , Lil Jon and Ludacris",2004,5,15,Usher ,Lil Jon,Ludacris
Burn,Usher,2004,5,22,Usher,None,None
Burn,Usher,2004,5,29,Usher,None,None
Burn,Usher,2004,6,5,Usher,None,None
Burn,Usher,2004,6,12,Usher,None,None
Burn,Usher,2004,6,19,Usher,None,None
Burn,Usher,2004,6,26,Usher,None,None
Burn,Usher,2004,7,3,Usher,None,None
I Believe,Fantasia,2004,7,10,Fantasia,None,None
Burn,Usher,2004,7,17,Usher,None,None
Confessions Part II,Usher,2004,7,24,Usher,None,None
Confessions Part II,Usher,2004,7,31,Usher,None,None
Slow Motion,"Juvenile , Soulja Slim",2004,8,7,Juvenile ,Soulja Slim,None
Slow Motion,"Juvenile , Soulja Slim",2004,8,14,Juvenile ,Soulja Slim,None
Lean Back,Terror Squad,2004,8,21,Terror Squad,None,None
Lean Back,Terror Squad,2004,8,28,Terror Squad,None,None
Lean Back,Terror Squad,2004,9,4,Terror Squad,None,None
Goodies,"Ciara , Petey Pablo",2004,9,11,Ciara ,Petey Pablo,None
Goodies,"Ciara , Petey Pablo",2004,9,18,Ciara ,Petey Pablo,None
Goodies,"Ciara , Petey Pablo",2004,9,25,Ciara ,Petey Pablo,None
Goodies,"Ciara , Petey Pablo",2004,10,2,Ciara ,Petey Pablo,None
Goodies,"Ciara , Petey Pablo",2004,10,9,Ciara ,Petey Pablo,None
Goodies,"Ciara , Petey Pablo",2004,10,16,Ciara ,Petey Pablo,None
Goodies,"Ciara , Petey Pablo",2004,10,23,Ciara ,Petey Pablo,None
My Boo,Usher and Alicia Keys,2004,10,30,Usher and Alicia Keys,None,None
My Boo,Usher and Alicia Keys,2004,11,6,Usher and Alicia Keys,None,None
My Boo,Usher and Alicia Keys,2004,11,13,Usher and Alicia Keys,None,None
My Boo,Usher and Alicia Keys,2004,11,20,Usher and Alicia Keys,None,None
My Boo,Usher and Alicia Keys,2004,11,27,Usher and Alicia Keys,None,None
My Boo,Usher and Alicia Keys,2004,12,4,Usher and Alicia Keys,None,None
Drop It Like It's Hot,"Snoop Dogg , Pharrell",2004,12,11,Snoop Dogg ,Pharrell,None
Drop It Like It's Hot,"Snoop Dogg , Pharrell",2004,12,18,Snoop Dogg ,Pharrell,None
Drop It Like It's Hot,"Snoop Dogg , Pharrell",2004,12,25,Snoop Dogg ,Pharrell,None
Let Me Love You,Mario,2005,1,1,Mario,None,None
Let Me Love You,Mario,2005,1,8,Mario,None,None
Let Me Love You,Mario,2005,1,15,Mario,None,None
Let Me Love You,Mario,2005,1,22,Mario,None,None
Let Me Love You,Mario,2005,1,29,Mario,None,None
Let Me Love You,Mario,2005,2,5,Mario,None,None
Let Me Love You,Mario,2005,2,12,Mario,None,None
Let Me Love You,Mario,2005,2,19,Mario,None,None
Let Me Love You,Mario,2005,2,26,Mario,None,None
Candy Shop,"50 Cent , Olivia",2005,3,5,50 Cent ,Olivia,None
Candy Shop,"50 Cent , Olivia",2005,3,12,50 Cent ,Olivia,None
Candy Shop,"50 Cent , Olivia",2005,3,19,50 Cent ,Olivia,None
Candy Shop,"50 Cent , Olivia",2005,3,26,50 Cent ,Olivia,None
Candy Shop,"50 Cent , Olivia",2005,4,2,50 Cent ,Olivia,None
Candy Shop,"50 Cent , Olivia",2005,4,9,50 Cent ,Olivia,None
Candy Shop,"50 Cent , Olivia",2005,4,16,50 Cent ,Olivia,None
Candy Shop,"50 Cent , Olivia",2005,4,23,50 Cent ,Olivia,None
Candy Shop,"50 Cent , Olivia",2005,4,30,50 Cent ,Olivia,None
Hollaback Girl,Gwen Stefani,2005,5,7,Gwen Stefani,None,None
Hollaback Girl,Gwen Stefani,2005,5,14,Gwen Stefani,None,None
Hollaback Girl,Gwen Stefani,2005,5,21,Gwen Stefani,None,None
Hollaback Girl,Gwen Stefani,2005,5,28,Gwen Stefani,None,None
We Belong Together,Mariah Carey,2005,6,4,Mariah Carey,None,None
We Belong Together,Mariah Carey,2005,6,11,Mariah Carey,None,None
We Belong Together,Mariah Carey,2005,6,18,Mariah Carey,None,None
We Belong Together,Mariah Carey,2005,6,25,Mariah Carey,None,None
Inside Your Heaven,Carrie Underwood,2005,7,2,Carrie Underwood,None,None
We Belong Together,Mariah Carey,2005,7,9,Mariah Carey,None,None
We Belong Together,Mariah Carey,2005,7,16,Mariah Carey,None,None
We Belong Together,Mariah Carey,2005,7,23,Mariah Carey,None,None
We Belong Together,Mariah Carey,2005,7,30,Mariah Carey,None,None
We Belong Together,Mariah Carey,2005,8,6,Mariah Carey,None,None
We Belong Together,Mariah Carey,2005,8,13,Mariah Carey,None,None
We Belong Together,Mariah Carey,2005,8,20,Mariah Carey,None,None
We Belong Together,Mariah Carey,2005,8,27,Mariah Carey,None,None
We Belong Together,Mariah Carey,2005,9,3,Mariah Carey,None,None
We Belong Together,Mariah Carey,2005,9,10,Mariah Carey,None,None
Gold Digger,"Kanye West , Jamie Foxx",2005,9,17,Kanye West ,Jamie Foxx,None
Gold Digger,"Kanye West , Jamie Foxx",2005,9,24,Kanye West ,Jamie Foxx,None
Gold Digger,"Kanye West , Jamie Foxx",2005,10,1,Kanye West ,Jamie Foxx,None
Gold Digger,"Kanye West , Jamie Foxx",2005,10,8,Kanye West ,Jamie Foxx,None
Gold Digger,"Kanye West , Jamie Foxx",2005,10,15,Kanye West ,Jamie Foxx,None
Gold Digger,"Kanye West , Jamie Foxx",2005,10,22,Kanye West ,Jamie Foxx,None
Gold Digger,"Kanye West , Jamie Foxx",2005,10,29,Kanye West ,Jamie Foxx,None
Gold Digger,"Kanye West , Jamie Foxx",2005,11,5,Kanye West ,Jamie Foxx,None
Gold Digger,"Kanye West , Jamie Foxx",2005,11,12,Kanye West ,Jamie Foxx,None
Gold Digger,"Kanye West , Jamie Foxx",2005,11,19,Kanye West ,Jamie Foxx,None
Run It!,Chris Brown,2005,11,26,Chris Brown,None,None
Run It!,Chris Brown,2005,12,3,Chris Brown,None,None
Run It!,Chris Brown,2005,12,10,Chris Brown,None,None
Run It!,Chris Brown,2005,12,17,Chris Brown,None,None
Run It!,Chris Brown,2005,12,24,Chris Brown,None,None
Don't Forget About Us,Mariah Carey,2005,12,31,Mariah Carey,None,None
Don't Forget About Us,Mariah Carey,2006,1,7,Mariah Carey,None,None
Laffy Taffy,D4L,2006,1,14,D4L,None,None
Grillz,"Nelly , Paul Wall, Ali & Gipp",2006,1,21,Nelly ,Paul Wall,None
Grillz,"Nelly , Paul Wall, Ali & Gipp",2006,1,28,Nelly ,Paul Wall,None
Check on It,"Beyoncé , Slim Thug",2006,2,4,Beyoncé ,Slim Thug,None
Check on It,"Beyoncé , Slim Thug",2006,2,11,Beyoncé ,Slim Thug,None
Check on It,"Beyoncé , Slim Thug",2006,2,18,Beyoncé ,Slim Thug,None
Check on It,"Beyoncé , Slim Thug",2006,2,25,Beyoncé ,Slim Thug,None
Check on It,"Beyoncé , Slim Thug",2006,3,4,Beyoncé ,Slim Thug,None
You're Beautiful,James Blunt,2006,3,11,James Blunt,None,None
So Sick,Ne-Yo,2006,3,18,Ne-Yo,None,None
So Sick,Ne-Yo,2006,3,25,Ne-Yo,None,None
Temperature,Sean Paul,2006,4,1,Sean Paul,None,None
Bad Day,Daniel Powter,2006,4,8,Daniel Powter,None,None
Bad Day,Daniel Powter,2006,4,15,Daniel Powter,None,None
Bad Day,Daniel Powter,2006,4,22,Daniel Powter,None,None
Bad Day,Daniel Powter,2006,4,29,Daniel Powter,None,None
Bad Day,Daniel Powter,2006,5,6,Daniel Powter,None,None
SOS,Rihanna,2006,5,13,Rihanna,None,None
SOS,Rihanna,2006,5,20,Rihanna,None,None
SOS,Rihanna,2006,5,27,Rihanna,None,None
Ridin',"Chamillionaire , Krayzie Bone",2006,6,3,Chamillionaire ,Krayzie Bone,None
Ridin',"Chamillionaire , Krayzie Bone",2006,6,10,Chamillionaire ,Krayzie Bone,None
Hips Don't Lie,"Shakira , Wyclef Jean",2006,6,17,Shakira ,Wyclef Jean,None
Hips Don't Lie,"Shakira , Wyclef Jean",2006,6,24,Shakira ,Wyclef Jean,None
Do I Make You Proud,Taylor Hicks,2006,7,1,Taylor Hicks,None,None
Promiscuous,"Nelly Furtado , Timbaland",2006,7,8,Nelly Furtado ,Timbaland,None
Promiscuous,"Nelly Furtado , Timbaland",2006,7,15,Nelly Furtado ,Timbaland,None
Promiscuous,"Nelly Furtado , Timbaland",2006,7,22,Nelly Furtado ,Timbaland,None
Promiscuous,"Nelly Furtado , Timbaland",2006,7,29,Nelly Furtado ,Timbaland,None
Promiscuous,"Nelly Furtado , Timbaland",2006,8,5,Nelly Furtado ,Timbaland,None
Promiscuous,"Nelly Furtado , Timbaland",2006,8,12,Nelly Furtado ,Timbaland,None
London Bridge,Fergie,2006,8,19,Fergie,None,None
London Bridge,Fergie,2006,8,26,Fergie,None,None
London Bridge,Fergie,2006,9,2,Fergie,None,None
SexyBack,Justin Timberlake,2006,9,9,Justin Timberlake,None,None
SexyBack,Justin Timberlake,2006,9,16,Justin Timberlake,None,None
SexyBack,Justin Timberlake,2006,9,23,Justin Timberlake,None,None
SexyBack,Justin Timberlake,2006,9,30,Justin Timberlake,None,None
SexyBack,Justin Timberlake,2006,10,7,Justin Timberlake,None,None
SexyBack,Justin Timberlake,2006,10,14,Justin Timberlake,None,None
SexyBack,Justin Timberlake,2006,10,21,Justin Timberlake,None,None
Money Maker,"Ludacris , Pharrell",2006,10,28,Ludacris ,Pharrell,None
Money Maker,"Ludacris , Pharrell",2006,11,4,Ludacris ,Pharrell,None
My Love,"Justin Timberlake , T.I.",2006,11,11,Justin Timberlake ,T.I.,None
My Love,"Justin Timberlake , T.I.",2006,11,18,Justin Timberlake ,T.I.,None
My Love,"Justin Timberlake , T.I.",2006,11,25,Justin Timberlake ,T.I.,None
I Wanna Love You,"Akon , Snoop Dogg",2006,12,2,Akon ,Snoop Dogg,None
I Wanna Love You,"Akon , Snoop Dogg",2006,12,9,Akon ,Snoop Dogg,None
Irreplaceable,Beyoncé,2006,12,16,Beyoncé,None,None
Irreplaceable,Beyoncé,2006,12,23,Beyoncé,None,None
Irreplaceable,Beyoncé,2006,12,30,Beyoncé,None,None
Irreplaceable,Beyoncé,2007,1,6,Beyoncé,None,None
Irreplaceable,Beyoncé,2007,1,13,Beyoncé,None,None
