Song,Artist(s),year,Month,Day,pri_artist,sec_art_1,sec_art_2,SongTitle,PriArtName
doo wop that thing,Lauryn Hill,1998,11,21,lauryn hill,None,None,Doo Wop (That Thing),Lauryn Hill
lately,Divine,1998,11,28,divine,None,None,Lately,Divine
im your angel,R. Kelly and Céline Dion,1998,12,5,r kelly and celine dion,None,None,I'm Your Angel,R. Kelly and Céline Dion
im your angel,R. Kelly and Céline Dion,1998,12,12,r kelly and celine dion,None,None,I'm Your Angel,R. Kelly and Céline Dion
im your angel,R. Kelly and Céline Dion,1998,12,19,r kelly and celine dion,None,None,I'm Your Angel,R. Kelly and Céline Dion
im your angel,R. Kelly and Céline Dion,1998,12,26,r kelly and celine dion,None,None,I'm Your Angel,R. Kelly and Céline Dion
im your angel,R. Kelly and Céline Dion,1999,1,2,r kelly and celine dion,None,None,I'm Your Angel,R. Kelly and Céline Dion
im your angel,R. Kelly and Céline Dion,1999,1,9,r kelly and celine dion,None,None,I'm Your Angel,R. Kelly and Céline Dion
have you ever?,Brandy,1999,1,16,brandy,None,None,Have You Ever?,Brandy
have you ever?,Brandy,1999,1,23,brandy,None,None,Have You Ever?,Brandy
baby one more time,Britney Spears,1999,1,30,britney spears,None,None,...Baby One More Time,Britney Spears
baby one more time,Britney Spears,1999,2,6,britney spears,None,None,...Baby One More Time,Britney Spears
angel of mine,Monica,1999,2,13,monica,None,None,Angel of Mine,Monica
angel of mine,Monica,1999,2,20,monica,None,None,Angel of Mine,Monica
angel of mine,Monica,1999,2,27,monica,None,None,Angel of Mine,Monica
angel of mine,Monica,1999,3,6,monica,None,None,Angel of Mine,Monica
believe,Cher,1999,3,13,cher,None,None,Believe,Cher
believe,Cher,1999,3,20,cher,None,None,Believe,Cher
believe,Cher,1999,3,27,cher,None,None,Believe,Cher
believe,Cher,1999,4,3,cher,None,None,Believe,Cher
no scrubs,TLC,1999,4,10,tlc,None,None,No Scrubs,TLC
no scrubs,TLC,1999,4,17,tlc,None,None,No Scrubs,TLC
no scrubs,TLC,1999,4,24,tlc,None,None,No Scrubs,TLC
no scrubs,TLC,1999,5,1,tlc,None,None,No Scrubs,TLC
livin la vida loca,Ricky Martin,1999,5,8,ricky martin,None,None,Livin' la Vida Loca,Ricky Martin
livin la vida loca,Ricky Martin,1999,5,15,ricky martin,None,None,Livin' la Vida Loca,Ricky Martin
livin la vida loca,Ricky Martin,1999,5,22,ricky martin,None,None,Livin' la Vida Loca,Ricky Martin
livin la vida loca,Ricky Martin,1999,5,29,ricky martin,None,None,Livin' la Vida Loca,Ricky Martin
livin la vida loca,Ricky Martin,1999,6,5,ricky martin,None,None,Livin' la Vida Loca,Ricky Martin
if you had my love,Jennifer Lopez,1999,6,12,jennifer lopez,None,None,If You Had My Love,Jennifer Lopez
if you had my love,Jennifer Lopez,1999,6,19,jennifer lopez,None,None,If You Had My Love,Jennifer Lopez
if you had my love,Jennifer Lopez,1999,6,26,jennifer lopez,None,None,If You Had My Love,Jennifer Lopez
if you had my love,Jennifer Lopez,1999,7,3,jennifer lopez,None,None,If You Had My Love,Jennifer Lopez
if you had my love,Jennifer Lopez,1999,7,10,jennifer lopez,None,None,If You Had My Love,Jennifer Lopez
bills bills bills,Destiny's Child,1999,7,17,destinys child,None,None,"Bills, Bills, Bills",Destiny's Child
wild wild west,"Will Smith , Dru Hill and Kool Moe Dee",1999,7,24,will smith,Dru Hill,Kool Moe Dee,Wild Wild West,Will Smith 
genie in a bottle,Christina Aguilera,1999,7,31,christina aguilera,None,None,Genie in a Bottle,Christina Aguilera
genie in a bottle,Christina Aguilera,1999,8,7,christina aguilera,None,None,Genie in a Bottle,Christina Aguilera
genie in a bottle,Christina Aguilera,1999,8,14,christina aguilera,None,None,Genie in a Bottle,Christina Aguilera
genie in a bottle,Christina Aguilera,1999,8,21,christina aguilera,None,None,Genie in a Bottle,Christina Aguilera
genie in a bottle,Christina Aguilera,1999,8,28,christina aguilera,None,None,Genie in a Bottle,Christina Aguilera
bailamos,Enrique Iglesias,1999,9,4,enrique iglesias,None,None,Bailamos,Enrique Iglesias
bailamos,Enrique Iglesias,1999,9,11,enrique iglesias,None,None,Bailamos,Enrique Iglesias
unpretty,TLC,1999,9,18,tlc,None,None,Unpretty,TLC
unpretty,TLC,1999,9,25,tlc,None,None,Unpretty,TLC
unpretty,TLC,1999,10,2,tlc,None,None,Unpretty,TLC
heartbreaker,"Mariah Carey , Jay-Z",1999,10,9,mariah carey,Jay-Z,None,Heartbreaker,Mariah Carey 
heartbreaker,"Mariah Carey , Jay-Z",1999,10,16,mariah carey,Jay-Z,None,Heartbreaker,Mariah Carey 
smooth,"Santana , Rob Thomas",1999,10,23,santana,Rob Thomas,None,Smooth,Santana 
smooth,"Santana , Rob Thomas",1999,10,30,santana,Rob Thomas,None,Smooth,Santana 
smooth,"Santana , Rob Thomas",1999,11,6,santana,Rob Thomas,None,Smooth,Santana 
smooth,"Santana , Rob Thomas",1999,11,13,santana,Rob Thomas,None,Smooth,Santana 
smooth,"Santana , Rob Thomas",1999,11,20,santana,Rob Thomas,None,Smooth,Santana 
smooth,"Santana , Rob Thomas",1999,11,27,santana,Rob Thomas,None,Smooth,Santana 
smooth,"Santana , Rob Thomas",1999,12,4,santana,Rob Thomas,None,Smooth,Santana 
smooth,"Santana , Rob Thomas",1999,12,11,santana,Rob Thomas,None,Smooth,Santana 
smooth,"Santana , Rob Thomas",1999,12,18,santana,Rob Thomas,None,Smooth,Santana 
smooth,"Santana , Rob Thomas",1999,12,25,santana,Rob Thomas,None,Smooth,Santana 
smooth,"Santana , Rob Thomas",2000,1,1,santana,Rob Thomas,None,Smooth,Santana 
smooth,"Santana , Rob Thomas",2000,1,8,santana,Rob Thomas,None,Smooth,Santana 
what a girl wants,Christina Aguilera,2000,1,15,christina aguilera,None,None,What a Girl Wants,Christina Aguilera
what a girl wants,Christina Aguilera,2000,1,22,christina aguilera,None,None,What a Girl Wants,Christina Aguilera
i knew i loved you,Savage Garden,2000,1,29,savage garden,None,None,I Knew I Loved You,Savage Garden
i knew i loved you,Savage Garden,2000,2,5,savage garden,None,None,I Knew I Loved You,Savage Garden
i knew i loved you,Savage Garden,2000,2,12,savage garden,None,None,I Knew I Loved You,Savage Garden
thank god i found you,"Mariah Carey , Joe and 98 Degrees",2000,2,19,mariah carey,Joe,98 Degrees,Thank God I Found You,Mariah Carey 
i knew i loved you,Savage Garden,2000,2,26,savage garden,None,None,I Knew I Loved You,Savage Garden
amazed,Lonestar,2000,3,4,lonestar,None,None,Amazed,Lonestar
amazed,Lonestar,2000,3,11,lonestar,None,None,Amazed,Lonestar
say my name,Destiny's Child,2000,3,18,destinys child,None,None,Say My Name,Destiny's Child
say my name,Destiny's Child,2000,3,25,destinys child,None,None,Say My Name,Destiny's Child
say my name,Destiny's Child,2000,4,1,destinys child,None,None,Say My Name,Destiny's Child
maria maria,"Santana , The Product G&B",2000,4,8,santana,The Product G&B,None,Maria Maria,Santana 
maria maria,"Santana , The Product G&B",2000,4,15,santana,The Product G&B,None,Maria Maria,Santana 
maria maria,"Santana , The Product G&B",2000,4,22,santana,The Product G&B,None,Maria Maria,Santana 
maria maria,"Santana , The Product G&B",2000,4,29,santana,The Product G&B,None,Maria Maria,Santana 
maria maria,"Santana , The Product G&B",2000,5,6,santana,The Product G&B,None,Maria Maria,Santana 
maria maria,"Santana , The Product G&B",2000,5,13,santana,The Product G&B,None,Maria Maria,Santana 
maria maria,"Santana , The Product G&B",2000,5,20,santana,The Product G&B,None,Maria Maria,Santana 
maria maria,"Santana , The Product G&B",2000,5,27,santana,The Product G&B,None,Maria Maria,Santana 
maria maria,"Santana , The Product G&B",2000,6,3,santana,The Product G&B,None,Maria Maria,Santana 
maria maria,"Santana , The Product G&B",2000,6,10,santana,The Product G&B,None,Maria Maria,Santana 
try again,Aaliyah,2000,6,17,aaliyah,None,None,Try Again,Aaliyah
be with you,Enrique Iglesias,2000,6,24,enrique iglesias,None,None,Be with You,Enrique Iglesias
be with you,Enrique Iglesias,2000,7,1,enrique iglesias,None,None,Be with You,Enrique Iglesias
be with you,Enrique Iglesias,2000,7,8,enrique iglesias,None,None,Be with You,Enrique Iglesias
everything you want,Vertical Horizon,2000,7,15,vertical horizon,None,None,Everything You Want,Vertical Horizon
bent,Matchbox Twenty,2000,7,22,matchbox twenty,None,None,Bent,Matchbox Twenty
its gonna be me,NSYNC,2000,7,29,nsync,None,None,It's Gonna Be Me,NSYNC
its gonna be me,NSYNC,2000,8,5,nsync,None,None,It's Gonna Be Me,NSYNC
incomplete,Sisqó,2000,8,12,sisqo,None,None,Incomplete,Sisqó
incomplete,Sisqó,2000,8,19,sisqo,None,None,Incomplete,Sisqó
doesnt really matter,Janet,2000,8,26,janet,None,None,Doesn't Really Matter,Janet
doesnt really matter,Janet,2000,9,2,janet,None,None,Doesn't Really Matter,Janet
doesnt really matter,Janet,2000,9,9,janet,None,None,Doesn't Really Matter,Janet
music,Madonna,2000,9,16,madonna,None,None,Music,Madonna
music,Madonna,2000,9,23,madonna,None,None,Music,Madonna
music,Madonna,2000,9,30,madonna,None,None,Music,Madonna
music,Madonna,2000,10,7,madonna,None,None,Music,Madonna
come on over baby all i want is you,Christina Aguilera,2000,10,14,christina aguilera,None,None,Come On Over Baby (All I Want Is You),Christina Aguilera
come on over baby all i want is you,Christina Aguilera,2000,10,21,christina aguilera,None,None,Come On Over Baby (All I Want Is You),Christina Aguilera
come on over baby all i want is you,Christina Aguilera,2000,10,28,christina aguilera,None,None,Come On Over Baby (All I Want Is You),Christina Aguilera
come on over baby all i want is you,Christina Aguilera,2000,11,4,christina aguilera,None,None,Come On Over Baby (All I Want Is You),Christina Aguilera
with arms wide open,Creed,2000,11,11,creed,None,None,With Arms Wide Open,Creed
independent women,Destiny's Child,2000,11,18,destinys child,None,None,Independent Women,Destiny's Child
independent women,Destiny's Child,2000,11,25,destinys child,None,None,Independent Women,Destiny's Child
independent women,Destiny's Child,2000,12,2,destinys child,None,None,Independent Women,Destiny's Child
independent women,Destiny's Child,2000,12,9,destinys child,None,None,Independent Women,Destiny's Child
independent women,Destiny's Child,2000,12,16,destinys child,None,None,Independent Women,Destiny's Child
independent women,Destiny's Child,2000,12,23,destinys child,None,None,Independent Women,Destiny's Child
independent women,Destiny's Child,2000,12,30,destinys child,None,None,Independent Women,Destiny's Child
independent women,Destiny's Child,2001,1,6,destinys child,None,None,Independent Women,Destiny's Child
independent women,Destiny's Child,2001,1,13,destinys child,None,None,Independent Women,Destiny's Child
independent women,Destiny's Child,2001,1,20,destinys child,None,None,Independent Women,Destiny's Child
independent women,Destiny's Child,2001,1,27,destinys child,None,None,Independent Women,Destiny's Child
it wasnt me,"Shaggy , Ricardo ""RikRok"" Ducent",2001,2,3,shaggy,"Ricardo ""RikRok"" Ducent",None,It Wasn't Me,Shaggy 
it wasnt me,"Shaggy , Ricardo ""RikRok"" Ducent",2001,2,10,shaggy,"Ricardo ""RikRok"" Ducent",None,It Wasn't Me,Shaggy 
ms jackson,OutKast,2001,2,17,outkast,None,None,Ms. Jackson,OutKast
stutter,"Joe , Mystikal",2001,2,24,joe,Mystikal,None,Stutter,Joe 
stutter,"Joe , Mystikal",2001,3,3,joe,Mystikal,None,Stutter,Joe 
stutter,"Joe , Mystikal",2001,3,10,joe,Mystikal,None,Stutter,Joe 
stutter,"Joe , Mystikal",2001,3,17,joe,Mystikal,None,Stutter,Joe 
butterfly,Crazy Town,2001,3,24,crazy town,None,None,Butterfly,Crazy Town
angel,"Shaggy , Rayvon",2001,3,31,shaggy,Rayvon,None,Angel,Shaggy 
butterfly,Crazy Town,2001,4,7,crazy town,None,None,Butterfly,Crazy Town
all for you,Janet,2001,4,14,janet,None,None,All for You,Janet
all for you,Janet,2001,4,21,janet,None,None,All for You,Janet
all for you,Janet,2001,4,28,janet,None,None,All for You,Janet
all for you,Janet,2001,5,5,janet,None,None,All for You,Janet
all for you,Janet,2001,5,12,janet,None,None,All for You,Janet
all for you,Janet,2001,5,19,janet,None,None,All for You,Janet
all for you,Janet,2001,5,26,janet,None,None,All for You,Janet
lady marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink",2001,6,2,christina aguilera,Lil' Kim,None,Lady Marmalade,Christina Aguilera
lady marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink",2001,6,9,christina aguilera,Lil' Kim,None,Lady Marmalade,Christina Aguilera
lady marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink",2001,6,16,christina aguilera,Lil' Kim,None,Lady Marmalade,Christina Aguilera
lady marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink",2001,6,23,christina aguilera,Lil' Kim,None,Lady Marmalade,Christina Aguilera
lady marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink",2001,6,30,christina aguilera,Lil' Kim,None,Lady Marmalade,Christina Aguilera
u remind me,Usher,2001,7,7,usher,None,None,U Remind Me,Usher
u remind me,Usher,2001,7,14,usher,None,None,U Remind Me,Usher
u remind me,Usher,2001,7,21,usher,None,None,U Remind Me,Usher
u remind me,Usher,2001,7,28,usher,None,None,U Remind Me,Usher
bootylicious,Destiny's Child,2001,8,4,destinys child,None,None,Bootylicious,Destiny's Child
bootylicious,Destiny's Child,2001,8,11,destinys child,None,None,Bootylicious,Destiny's Child
fallin,Alicia Keys,2001,8,18,alicia keys,None,None,Fallin',Alicia Keys
fallin,Alicia Keys,2001,8,25,alicia keys,None,None,Fallin',Alicia Keys
fallin,Alicia Keys,2001,9,1,alicia keys,None,None,Fallin',Alicia Keys
im real murder remix,"Jennifer Lopez , Ja Rule",2001,9,8,jennifer lopez,Ja Rule,None,I'm Real (Murder Remix),Jennifer Lopez 
im real murder remix,"Jennifer Lopez , Ja Rule",2001,9,15,jennifer lopez,Ja Rule,None,I'm Real (Murder Remix),Jennifer Lopez 
im real murder remix,"Jennifer Lopez , Ja Rule",2001,9,22,jennifer lopez,Ja Rule,None,I'm Real (Murder Remix),Jennifer Lopez 
fallin,Alicia Keys,2001,9,29,alicia keys,None,None,Fallin',Alicia Keys
fallin,Alicia Keys,2001,10,6,alicia keys,None,None,Fallin',Alicia Keys
fallin,Alicia Keys,2001,10,13,alicia keys,None,None,Fallin',Alicia Keys
im real murder remix,"Jennifer Lopez , Ja Rule",2001,10,20,jennifer lopez,Ja Rule,None,I'm Real (Murder Remix),Jennifer Lopez 
im real murder remix,"Jennifer Lopez , Ja Rule",2001,10,27,jennifer lopez,Ja Rule,None,I'm Real (Murder Remix),Jennifer Lopez 
family affair,Mary J. Blige,2001,11,3,mary j blige,None,None,Family Affair,Mary J. Blige
family affair,Mary J. Blige,2001,11,10,mary j blige,None,None,Family Affair,Mary J. Blige
family affair,Mary J. Blige,2001,11,17,mary j blige,None,None,Family Affair,Mary J. Blige
family affair,Mary J. Blige,2001,11,24,mary j blige,None,None,Family Affair,Mary J. Blige
family affair,Mary J. Blige,2001,12,1,mary j blige,None,None,Family Affair,Mary J. Blige
family affair,Mary J. Blige,2001,12,8,mary j blige,None,None,Family Affair,Mary J. Blige
u got it bad,Usher,2001,12,15,usher,None,None,U Got It Bad,Usher
how you remind me,Nickelback,2001,12,22,nickelback,None,None,How You Remind Me,Nickelback
how you remind me,Nickelback,2001,12,29,nickelback,None,None,How You Remind Me,Nickelback
how you remind me,Nickelback,2002,1,5,nickelback,None,None,How You Remind Me,Nickelback
how you remind me,Nickelback,2002,1,12,nickelback,None,None,How You Remind Me,Nickelback
u got it bad,Usher,2002,1,19,usher,None,None,U Got It Bad,Usher
u got it bad,Usher,2002,1,26,usher,None,None,U Got It Bad,Usher
u got it bad,Usher,2002,2,2,usher,None,None,U Got It Bad,Usher
u got it bad,Usher,2002,2,9,usher,None,None,U Got It Bad,Usher
u got it bad,Usher,2002,2,16,usher,None,None,U Got It Bad,Usher
always on time,"Ja Rule , Ashanti",2002,2,23,ja rule,Ashanti,None,Always on Time,Ja Rule 
always on time,"Ja Rule , Ashanti",2002,3,2,ja rule,Ashanti,None,Always on Time,Ja Rule 
aint it funny murder remix,"Jennifer Lopez , Ja Rule",2002,3,9,jennifer lopez,Ja Rule,None,Ain't It Funny (Murder Remix),Jennifer Lopez 
aint it funny murder remix,"Jennifer Lopez , Ja Rule",2002,3,16,jennifer lopez,Ja Rule,None,Ain't It Funny (Murder Remix),Jennifer Lopez 
aint it funny murder remix,"Jennifer Lopez , Ja Rule",2002,3,23,jennifer lopez,Ja Rule,None,Ain't It Funny (Murder Remix),Jennifer Lopez 
aint it funny murder remix,"Jennifer Lopez , Ja Rule",2002,3,30,jennifer lopez,Ja Rule,None,Ain't It Funny (Murder Remix),Jennifer Lopez 
aint it funny murder remix,"Jennifer Lopez , Ja Rule",2002,4,6,jennifer lopez,Ja Rule,None,Ain't It Funny (Murder Remix),Jennifer Lopez 
aint it funny murder remix,"Jennifer Lopez , Ja Rule",2002,4,13,jennifer lopez,Ja Rule,None,Ain't It Funny (Murder Remix),Jennifer Lopez 
foolish,Ashanti,2002,4,20,ashanti,None,None,Foolish,Ashanti
foolish,Ashanti,2002,4,27,ashanti,None,None,Foolish,Ashanti
foolish,Ashanti,2002,5,4,ashanti,None,None,Foolish,Ashanti
foolish,Ashanti,2002,5,11,ashanti,None,None,Foolish,Ashanti
foolish,Ashanti,2002,5,18,ashanti,None,None,Foolish,Ashanti
foolish,Ashanti,2002,5,25,ashanti,None,None,Foolish,Ashanti
foolish,Ashanti,2002,6,1,ashanti,None,None,Foolish,Ashanti
foolish,Ashanti,2002,6,8,ashanti,None,None,Foolish,Ashanti
foolish,Ashanti,2002,6,15,ashanti,None,None,Foolish,Ashanti
foolish,Ashanti,2002,6,22,ashanti,None,None,Foolish,Ashanti
hot in herre,Nelly,2002,6,29,nelly,None,None,Hot in Herre,Nelly
hot in herre,Nelly,2002,7,6,nelly,None,None,Hot in Herre,Nelly
hot in herre,Nelly,2002,7,13,nelly,None,None,Hot in Herre,Nelly
hot in herre,Nelly,2002,7,20,nelly,None,None,Hot in Herre,Nelly
hot in herre,Nelly,2002,7,27,nelly,None,None,Hot in Herre,Nelly
hot in herre,Nelly,2002,8,3,nelly,None,None,Hot in Herre,Nelly
hot in herre,Nelly,2002,8,10,nelly,None,None,Hot in Herre,Nelly
dilemma,"Nelly , Kelly Rowland",2002,8,17,nelly,Kelly Rowland,None,Dilemma,Nelly 
dilemma,"Nelly , Kelly Rowland",2002,8,24,nelly,Kelly Rowland,None,Dilemma,Nelly 
dilemma,"Nelly , Kelly Rowland",2002,8,31,nelly,Kelly Rowland,None,Dilemma,Nelly 
dilemma,"Nelly , Kelly Rowland",2002,9,7,nelly,Kelly Rowland,None,Dilemma,Nelly 
dilemma,"Nelly , Kelly Rowland",2002,9,14,nelly,Kelly Rowland,None,Dilemma,Nelly 
dilemma,"Nelly , Kelly Rowland",2002,9,21,nelly,Kelly Rowland,None,Dilemma,Nelly 
dilemma,"Nelly , Kelly Rowland",2002,9,28,nelly,Kelly Rowland,None,Dilemma,Nelly 
a moment like this,Kelly Clarkson,2002,10,5,kelly clarkson,None,None,A Moment Like This,Kelly Clarkson
a moment like this,Kelly Clarkson,2002,10,12,kelly clarkson,None,None,A Moment Like This,Kelly Clarkson
dilemma,"Nelly , Kelly Rowland",2002,10,19,nelly,Kelly Rowland,None,Dilemma,Nelly 
